,height,weight
0,187.64052345967664,92.00078604183612
1,179.7873798410574,101.20446599600729
2,188.67557990149967,85.11361060061795
3,179.5008841752559,89.2432139585115
4,168.96781148206443,92.05299250969186
5,171.44043571160879,97.27136753481487
6,177.61037725146994,90.60837508246414
7,174.43863232745426,91.66837163687133
8,184.94079073157607,88.97420868117099
9,173.13067701650903,85.72952130349138
10,144.47010184165921,93.2680929772018
11,178.64436198859505,86.2891748979678
12,192.6975462398761,82.72817162700618
13,170.45758517301445,89.06408074987083
14,185.3277921435846,97.34679384950142
15,171.54947425696918,91.89081259801087
16,161.12214252369887,80.09601765888037
17,166.52087850673848,90.7817448455199
18,182.3029068072772,96.01189924392206
19,166.12673182592047,88.48848624712332
20,159.5144703493291,82.89991031410513
21,152.93729809374986,99.75387697615895
22,164.90347818248347,87.80962849194407
23,157.47204639950073,93.88745177915955
24,153.8610215244205,88.93629859893015
25,161.04533438806325,91.93451248929631
26,164.89194862431128,84.09683907938793
27,169.71817771661344,92.14165935265208
28,170.6651722238317,91.5123594886989
29,163.65677906319036,88.18629417006431
30,163.2753955222405,88.2022341922973
31,161.86853717955546,81.36858698834162
32,171.77426142253753,87.99109531895868
33,153.69801653033954,92.31391127762888
34,160.92701635616757,90.2597269789807
35,177.29090562177538,90.64491455378705
36,181.394006845433,83.82587089823174
37,174.0234164117755,86.57594954529843
38,161.29202850818118,87.10575167617792
39,166.88447467872626,90.28082671114873
40,158.34850159216643,94.50413243477094
41,174.6566243973046,82.31878156861389
42,184.882521937956,99.47944588015292
43,181.78779571159652,89.10037582093824
44,159.29247378489458,95.27225863465569
45,165.96823053026822,96.11222535191214
46,172.0827497807686,94.88319518241856
47,173.563663971744,93.53286584095974
48,170.1050002072082,98.92935246952918
49,171.2691209270362,92.00994681722351
50,188.83150697056254,83.26120469428777
51,157.29515001514267,94.84698354079006
52,158.2687659488584,99.71810592824646
53,165.86381019240252,86.26272594279621
54,189.22942026480385,97.40257395717212
55,188.6755896042657,94.53022329137693
56,161.38774314945297,99.55032476549516
57,167.3199662904862,94.01228197898197
58,179.47251967773747,89.22494953454583
59,176.14079370346082,94.61103335783264
60,173.7642553115563,84.50299604707902
61,172.98238174206057,96.63192948343516
62,163.05432140268636,89.25182729836165
63,165.64846448278362,99.24631864239672
64,176.72294757012435,92.03730918120556
65,162.30083925554683,92.69624595645908
66,163.25667339342624,90.15915279137175
67,163.64153921621119,93.3821664747325
68,175.76590816614942,88.95850622211003
69,173.96006712661645,84.53469245634747
70,155.08742407294395,92.19695850632269
71,171.6667349537253,93.17515718446053
72,193.83144774863942,94.72239743495207
73,160.8717777455584,95.58508144047926
74,156.84092589488478,87.69207697592645
75,169.3175839467537,98.56671360824683
76,162.5524517795156,85.86780730670493
77,169.0154747557457,86.68260856818947
78,181.26635922106507,84.60034245818288
79,158.52531347588896,87.81089977627784
80,165.01967549307696,99.64766026908492
81,179.4942080692576,90.43775620692595
82,157.74564481169833,94.22181488200773
83,159.99784652610435,82.27614451611194
84,181.88029792352302,91.58471305962425
85,179.2085882378082,91.59363826471511
86,178.56830611902691,86.74487203349926
87,159.65757158215536,93.40797259140814
88,161.96590335826158,86.55225111124899
89,165.44467496482656,90.08739579512529
90,166.46006088746515,83.1252435329099
91,163.5638159716711,78.88298423887787
92,176.25231451027187,81.98971172196626
93,158.9561666057155,90.26082539630487
94,162.60437003608686,97.71507297703369
95,157.0714309027655,91.33525434674591
96,169.60717181772503,84.15953251129402
97,175.23276660531755,89.14226834388876
98,177.71790551213667,94.11752076981865
99,191.6323594928069,96.68263974718197
100,166.30818162057557,88.80310411212037
101,180.99659595887113,93.27631865361299
102,176.40131526097593,81.91521977844583
103,169.75673875601063,86.30984545397156
104,172.79924599043238,89.5092480517852
105,179.10178908092593,91.58609107595652
106,177.86327962108976,87.66790451632029
107,160.5555374408175,87.94975153398725
108,169.8297958613856,91.8957586777754
109,192.5930895069085,89.78871424169678
110,160.44054999507222,88.27009112150307
111,165.36404025353906,92.40740736886731
112,154.59202985555376,90.31630997100166
113,171.56506537965376,91.16090518100138
114,164.02683931034636,88.81039135131996
115,155.7593909101747,87.53340058318904
116,164.57138523983284,92.08025023130713
117,158.43817568178088,93.90599050854996
118,184.94484544491368,79.65007487493233
119,174.26258730778102,93.38454017515123
120,163.62562974447772,88.01364092835601
121,168.67119422413043,88.51104560299136
122,166.90987030952877,81.61998096835012
123,181.5233156478312,95.3980929601841
124,161.86635740795796,82.66787836098743
125,175.21064876452758,87.12106015093467
126,171.4195316332078,88.40335791427452
127,176.91538751070186,93.47374571828003
128,162.74402621536416,83.08318022302473
129,154.17061602664918,93.05189689553603
130,158.11140742215971,87.46591822850657
131,164.0368596154949,89.73716351865227
132,150.63720194153493,90.94389298396915
133,175.23891023834204,90.44211043522331
134,166.8911382830153,90.48700083134392
135,173.9904634564013,76.13703621786675
136,189.55912308250694,91.95046661343963
137,163.4759141761298,88.045233124062
138,174.9374177734919,89.41948030482817
139,149.69315532218505,100.3224643067966
140,168.89459342767526,95.100863558579
141,163.07950152215608,97.68188527122899
142,172.8634368889228,93.04421917237725
143,159.54746633853046,96.05572644841351
144,176.89818164534788,96.50923114782499
145,163.7191244035842,87.59486440769606
146,193.03916697683943,84.69992088639226
147,168.64050299321678,95.68445681301347
148,170.97724967714856,92.91476839876647
149,166.00550970737126,91.8502794392376
150,156.93473148264684,98.29065339809094
151,168.8183595487143,86.59910898001574
152,176.66383082031913,87.69640106305724
153,156.65741528597246,83.26641247101222
154,176.93773152690133,89.20213280926866
155,168.66298440331562,95.38871902988132
156,158.73174191243257,86.34661123567588
157,166.15120190818723,90.47175794658537
158,169.5782854870942,88.56556403805047
159,169.38373597904354,89.46347361854413
160,162.80395611448208,85.93503505722961
161,172.7451635772394,85.54542458502236
162,158.42644740809146,88.43853874437153
163,168.42332983836184,101.28361748649104
164,162.95299724143766,94.71630362484747
165,177.4718833420463,84.05527522398133
166,177.732529774026,84.08059679903342
167,143.4082776200326,93.0315976217969
168,152.44109416562281,92.25467230902957
169,163.15989102262785,98.29775398094937
170,180.68509399316008,87.73307098074307
171,163.12162388971316,83.9296129845294
172,165.59077367707408,88.59822252407746
173,166.35306455608315,90.78351927636182
174,175.78521497728877,91.74827228496586
175,162.35856076093557,82.8110426309921
176,183.6453184810247,86.55275407725031
177,163.47706400064982,87.39405343849444
178,151.56930449843352,87.61012997979756
179,165.20344185992053,93.10179149171756
180,176.98457149107335,90.01885444543134
181,179.31848374114304,91.6998249190063
182,169.84317888397445,90.80464084149112
183,168.093465064186,88.02575242983275
184,167.32266463106035,84.35994334264997
185,172.80441705316295,85.0343819453521
186,178.41631264073635,88.75270709919526
187,170.4949498165009,92.46918388140479
188,176.4331446506293,82.14688295683274
189,167.93096323836028,94.40089456040391
190,153.01894180567746,91.93640237697532
191,147.44435770597812,84.88746578182199
192,170.38630551840188,81.71642448839023
193,160.14489262315848,82.64082496268206
